TIME,DATE,ActStsMach,ActTimCyc,ActTimFill[1],ActTimPlst[1],ActStrCsh[1],ActStrPlst[1],ActPrsMachSpecMax,ActCntCyc,@ActCntCycGood,ActCntCycRej,"ActTmpBrlZn[1,1]","ActTmpBrlZn[1,3]","ActTmpBrlZn[1,4]","ActTmpBrlZn[1,5]","ActTmpBrlZn[1,8]",@Set_SB_Nozzle1Temperature,@Set_SB_Barrel1Temperature,@Set_SB_Barrel2Temperature,@Set_SB_Barrel3Temperature,@Set_SB_FeedThroatTemperature,@Set_SB_UpperLimitOfNozzle1Temperature,@Set_SB_UpperLimitOfBarrel1Temperature,@Set_SB_UpperLimitOfBarrel2Temperature,@Set_SB_UpperLimitOfBarrel3Temperature,@Set_SB_UpperLimitOfFeedThroatTemperature,@Set_SB_LowerLimitOfNozzle1Temperature,@Set_SB_LowerLimitOfBarrel1Temperature,@Set_SB_LowerLimitOfBarrel2Temperature,@Set_SB_LowerLimitOfBarrel3Temperature,@Set_SB_LowerLimitOfFeedThroatTemperature,@ActExtStartPos,SetRecMld,@ActExtTorque6,@ActConsumpPower,@ActInjPeakTime,@ActInjPeakPos,@ActCntCycNoReset,ActPrsXfrSpec[1],@ActContainerGood,@ActInjStartPrs,@ActFlowPeak,@ActBackFlow,@ActLockUpTime,@ActScrewRev,@ActClampOpenTime,@ActEjectTime,@ActPackEndPrs,@ActPackEndPos,@ActResidenceTime,ActStrXfr[1],ActStrCsh[1]
14:49:17,20200822,0A000,12.1,0.335,2.46,4.91,48,87.9,299621,299491,130,220,219.9,219.8,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.81,L99- NOM,19.94,20.2,0.337,7.74,3893589,87.6,0,-0.5,3.47,2.18,0.25,0.22,4.84,1.29,57.5,4.91,7.98,8,4.91
14:49:27,20200822,0A000,12.1,0.335,2.49,4.95,48,88,299622,299492,130,220,219.9,219.8,219.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.83,L99- NOM,19.94,19.7,0.337,7.71,3893590,87.8,0,-0.5,3.47,2.15,0.25,0.22,4.85,1.28,57.5,4.95,7.96,8,4.95
14:49:42,20200822,0A000,12.11,0.335,2.47,4.9,48,87.9,299623,299493,130,220,219.9,219.8,219.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.87,L99- NOM,20.15,19.9,0.337,7.74,3893591,87.7,0,-0.5,3.43,2.18,0.25,0.22,4.84,1.29,57.5,4.9,7.98,8,4.9
14:49:52,20200822,0A000,12.1,0.335,2.49,4.92,48,87.9,299624,299494,130,220,219.9,219.9,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.82,L99- NOM,20.07,19.4,0.337,7.74,3893592,87.7,0,-0.5,3.54,2.26,0.25,0.22,4.84,1.28,57.5,4.92,7.96,8,4.92
14:50:03,20200822,0A000,12.08,0.335,2.47,4.95,48,88,299625,299495,130,220,219.9,220.1,219.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.78,18.4,0.337,7.71,3893593,87.7,0,-0.5,3.47,2.07,0.25,0.22,4.82,1.28,57.6,4.95,7.96,8,4.95
14:50:18,20200822,0A000,12.09,0.335,2.46,4.88,48,87.9,299626,299496,130,220,219.9,220.1,219.5,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.86,L99- NOM,19.65,17.6,0.337,7.74,3893594,87.6,0,-0.5,3.43,2.18,0.25,0.22,4.83,1.28,57.5,4.88,7.96,8,4.88
14:50:28,20200822,0A000,12.11,0.335,2.47,4.86,48,87.9,299627,299497,130,220,219.9,220.2,219.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.82,17.2,0.337,7.74,3893595,87.5,0,-0.4,3.47,2.22,0.25,0.22,4.84,1.28,57.5,4.86,7.96,8,4.86
14:50:43,20200822,0A000,12.11,0.335,2.48,4.92,48,88,299628,299498,130,220,220,220.4,219.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.78,L99- NOM,19.74,16.2,0.337,7.74,3893596,87.7,0,-0.5,3.47,2.18,0.25,0.22,4.85,1.28,57.5,4.92,7.96,8,4.92
14:50:54,20200822,0A000,12.09,0.335,2.47,4.83,48,87.8,299629,299499,130,219.9,220,220.4,219.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.61,15.4,0.337,7.74,3893597,87.5,0,-0.5,3.43,2.22,0.25,0.22,4.83,1.28,57.5,4.83,7.98,8,4.83
14:51:04,20200822,0A000,12.11,0.335,2.49,4.82,48,87.8,299630,299500,130,219.9,220,220.6,220.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.53,15,0.337,7.74,3893598,87.5,0,-0.5,3.35,2.18,0.25,0.22,4.85,1.28,57.5,4.82,7.94,8,4.82
14:51:19,20200822,0A000,12.1,0.335,2.47,4.92,48,87.9,299631,299501,130,220,220.1,220.7,220.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.73,L99- NOM,19.74,14.7,0.337,7.74,3893599,87.6,0,-0.5,3.54,2.22,0.25,0.22,4.83,1.28,57.5,4.92,7.98,8,4.92
14:51:29,20200822,0A000,12.09,0.335,2.49,4.93,48,88,299632,299502,130,220.1,220.1,220.7,220.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.83,L99- NOM,19.65,14.3,0.337,7.74,3893600,87.7,0,-0.5,3.5,2.18,0.25,0.22,4.83,1.28,57.5,4.93,7.94,8,4.93
14:51:40,20200822,0A000,12.12,0.335,2.47,4.93,48,88,299633,299503,130,220,220.1,220.7,220.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.78,14.4,0.337,7.74,3893601,87.6,0,-0.5,3.47,2.22,0.25,0.22,4.85,1.28,57.5,4.93,7.97,8,4.93
14:51:55,20200822,0A000,12.08,0.335,2.45,4.9,48,87.9,299634,299504,130,220,220.1,220.7,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.94,15.1,0.337,7.71,3893602,87.6,0,-0.4,3.47,2.22,0.25,0.21,4.82,1.28,57.5,4.9,8,8,4.9
14:52:05,20200822,0A000,12.11,0.335,2.49,4.85,48,88,299635,299505,130,220,220.1,220.7,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.81,L99- NOM,19.86,14.8,0.337,7.74,3893603,87.7,0,-0.5,3.47,2.22,0.25,0.22,4.85,1.28,57.5,4.85,7.93,8,4.85
14:52:20,20200822,0A000,12.11,0.335,2.48,4.96,48,88.1,299636,299506,130,220,220.1,220.6,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,19.99,15.1,0.337,7.74,3893604,87.8,0,-0.5,3.47,2.22,0.25,0.22,4.85,1.28,57.5,4.96,7.97,8,4.96
14:52:31,20200822,0A000,12.1,0.335,2.47,4.84,48,87.9,299637,299507,130,220,220.1,220.6,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.88,L99- NOM,19.86,15.6,0.337,7.74,3893605,87.7,0,-0.4,3.5,2.3,0.25,0.22,4.84,1.28,57.5,4.84,7.98,8,4.84
14:52:41,20200822,0A000,12.1,0.335,2.46,4.86,48,87.9,299638,299508,130,220,220.1,220.5,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.75,L99- NOM,19.65,16.1,0.337,7.71,3893606,87.7,0,-0.5,3.5,2.22,0.25,0.21,4.84,1.28,57.5,4.86,7.98,8,4.86
14:52:56,20200822,0A000,12.08,0.335,2.45,4.92,48,88.1,299639,299509,130,220,220.1,220.3,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,19.86,16.8,0.337,7.74,3893607,87.8,0,-0.6,3.5,2.22,0.25,0.21,4.82,1.28,57.5,4.92,8,8,4.92
14:53:06,20200822,0A000,12.09,0.335,2.47,4.83,48,87.9,299640,299510,130,220,220.1,220.2,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.82,L99- NOM,19.57,17.4,0.337,7.74,3893608,87.6,0,-0.5,3.54,2.3,0.25,0.22,4.83,1.29,57.5,4.83,7.94,8,4.83
14:53:17,20200822,0A000,12.11,0.335,2.48,4.82,48,87.8,299641,299511,130,220,220.1,220.1,220.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.23,18.1,0.337,7.74,3893609,87.5,0,-0.5,3.47,2.22,0.25,0.22,4.85,1.28,57.5,4.82,7.95,8,4.82
14:53:32,20200822,0A000,12.11,0.335,2.48,4.83,48,87.8,299642,299512,130,220,220.1,220.1,220.5,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.73,L99- NOM,19.74,18.2,0.337,7.74,3893610,87.5,0,-0.5,3.39,2.22,0.26,0.22,4.84,1.28,57.5,4.83,7.98,8,4.83
14:53:42,20200822,0A000,12.1,0.335,2.47,4.98,48,88.1,299643,299513,130,220,220.1,219.9,220.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.73,L99- NOM,19.74,18.6,0.337,7.74,3893611,87.6,0,-0.5,3.5,2.18,0.26,0.22,4.84,1.29,57.6,4.98,7.96,8,4.98
14:53:57,20200822,0A000,12.08,0.335,2.45,4.89,48,88,299644,299514,130,220,220,219.8,220.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.9,L99- NOM,19.86,19.4,0.337,7.74,3893612,87.6,0,-0.5,3.47,2.15,0.26,0.21,4.82,1.28,57.5,4.89,7.99,8,4.89
14:54:08,20200822,0A000,12.12,0.335,2.46,4.93,48,88.1,299645,299515,130,220,220,219.8,220.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.81,L99- NOM,20.07,19.8,0.337,7.74,3893613,87.8,0,-0.5,3.5,2.18,0.25,0.22,4.85,1.28,57.6,4.93,7.97,8,4.93
14:54:18,20200822,0A000,12.09,0.335,2.48,4.89,48,88,299646,299516,130,220,220,219.7,220.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.85,L99- NOM,19.94,19.3,0.337,7.71,3893614,87.7,0,-0.6,3.5,2.22,0.25,0.22,4.84,1.28,57.5,4.89,7.97,8,4.89
14:54:33,20200822,0A000,12.1,0.335,2.47,4.9,48,88,299647,299517,130,220,219.9,219.6,220,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.61,19.9,0.337,7.74,3893615,87.7,0,-0.5,3.5,2.26,0.25,0.22,4.84,1.28,57.5,4.9,7.96,8,4.9
14:54:43,20200822,0A000,12.09,0.335,2.47,4.95,48,88.2,299648,299518,130,220,219.9,219.6,219.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.81,L99- NOM,19.86,20,0.337,7.74,3893616,87.8,0,-0.5,3.62,2.3,0.25,0.22,4.83,1.28,57.5,4.95,7.96,8,4.95
14:54:53,20200822,0A000,12.1,0.335,2.45,4.82,48,87.9,299649,299519,130,220,219.9,219.6,219.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.87,L99- NOM,19.82,20.2,0.337,7.71,3893617,87.6,0,-0.5,3.47,2.22,0.25,0.22,4.84,1.28,57.5,4.82,7.98,8,4.82
14:55:09,20200822,0A000,12.11,0.335,2.47,4.88,48,88,299650,299520,130,220,219.9,219.6,219.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.86,19.9,0.337,7.74,3893618,87.7,0,-0.5,3.43,2.26,0.25,0.22,4.85,1.28,57.5,4.88,7.96,8,4.88
14:55:19,20200822,0A000,12.1,0.335,2.49,4.88,48,87.9,299651,299521,130,220,219.9,219.5,219.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.74,20.8,0.337,7.74,3893619,87.6,0,-0.5,3.54,2.3,0.25,0.22,4.84,1.28,57.5,4.88,7.96,8,4.88
14:55:29,20200822,0A000,12.11,0.335,2.47,4.87,48,88,299652,299522,130,220,219.9,219.5,219.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.57,21.1,0.337,7.71,3893620,87.7,0,-0.5,3.43,2.18,0.25,0.22,4.85,1.28,57.5,4.87,7.96,8,4.87
14:55:44,20200822,0A000,12.11,0.335,2.47,4.89,48,87.9,299653,299523,130,220,219.9,219.4,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.74,21.5,0.337,7.71,3893621,87.7,0,-0.5,3.47,2.18,0.25,0.22,4.84,1.28,57.5,4.89,7.98,8,4.89
14:55:54,20200822,0A000,12.09,0.335,2.47,4.87,48,87.9,299654,299524,130,220,219.9,219.4,219.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.99,21.4,0.337,7.74,3893622,87.6,0,-0.5,3.47,2.26,0.25,0.22,4.83,1.28,57.5,4.87,7.97,8,4.87
14:56:10,20200822,0A000,12.11,0.335,2.47,4.89,48,88.1,299655,299525,130,220,220,219.5,219.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.9,21,0.337,7.74,3893623,87.8,0,-0.4,3.47,2.22,0.25,0.22,4.84,1.28,57.5,4.89,7.97,8,4.89
14:56:20,20200822,0A000,12.11,0.335,2.47,4.88,48,87.9,299656,299526,130,220,220,219.6,219.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.94,20,0.337,7.74,3893624,87.6,0,-0.5,3.43,2.18,0.25,0.22,4.85,1.28,57.6,4.88,7.97,8,4.88
14:56:30,20200822,0A000,12.1,0.335,2.48,4.94,48,88,299657,299527,130,220,220,219.7,219.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.86,19.5,0.337,7.71,3893625,87.8,0,-0.5,3.5,2.22,0.25,0.22,4.83,1.28,57.5,4.94,7.98,8,4.94
14:56:45,20200822,0A000,12.11,0.335,2.49,4.92,48,88.1,299658,299528,130,220,220,219.8,219.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.85,L99- NOM,19.94,19,0.337,7.74,3893626,87.8,0,-0.5,3.5,2.22,0.25,0.22,4.85,1.28,57.5,4.92,7.94,8,4.92
14:56:56,20200822,0A000,12.09,0.335,2.48,4.87,48,88,299659,299529,130,220,220,219.8,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.94,18.5,0.337,7.71,3893627,87.8,0,-0.5,3.47,2.26,0.25,0.22,4.83,1.28,57.6,4.87,7.97,8,4.87
14:57:11,20200822,0A000,12.11,0.335,2.47,4.85,48,87.9,299660,299530,130,220,220,219.9,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,20.03,18.5,0.337,7.74,3893628,87.7,0,-0.5,3.5,2.26,0.25,0.22,4.85,1.28,57.5,4.85,7.96,8,4.85
14:57:21,20200822,0A000,12.1,0.335,2.5,4.87,48,88,299661,299531,130,220,220,220.1,219.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.76,L99- NOM,19.82,18.2,0.337,7.71,3893629,87.7,0,-0.5,3.5,2.22,0.26,0.22,4.83,1.28,57.6,4.87,7.95,8,4.87
14:57:31,20200822,0A000,12.11,0.335,2.49,4.86,48,87.9,299662,299532,130,220,220.1,220.1,219.5,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.86,17.7,0.337,7.71,3893630,87.6,0,-0.5,3.39,2.22,0.25,0.22,4.85,1.28,57.5,4.86,7.94,8,4.86
14:57:47,20200822,0A000,12.1,0.335,2.5,4.88,48,88,299663,299533,130,220,220.1,220.2,219.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.78,L99- NOM,19.57,17.4,0.337,7.74,3893631,87.6,0,-0.4,3.43,2.11,0.25,0.22,4.83,1.28,57.6,4.88,7.95,8,4.88
14:57:57,20200822,0A000,12.09,0.335,2.5,4.93,48,88,299664,299534,130,220,220.1,220.3,219.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.99,16.2,0.337,7.74,3893632,87.7,0,-0.6,3.47,2.22,0.25,0.22,4.83,1.28,57.6,4.93,7.93,8,4.93
14:58:07,20200822,0A000,12.1,0.335,2.49,4.88,48,87.9,299665,299535,130,219.9,220.1,220.4,219.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.94,16.4,0.337,7.74,3893633,87.6,0,-0.5,3.43,2.22,0.25,0.22,4.83,1.28,57.5,4.88,7.95,8,4.88
14:58:22,20200822,0A000,12.11,0.335,2.47,4.88,48,87.9,299666,299536,130,220,220,220.4,219.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.9,16.4,0.337,7.74,3893634,87.6,0,-0.5,3.47,2.18,0.25,0.22,4.85,1.28,57.5,4.88,7.96,8,4.88
14:58:32,20200822,0A000,12.12,0.335,2.48,4.93,48,88,299667,299537,130,220,220.1,220.5,220.1,44.9,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.65,15.8,0.337,7.71,3893635,87.6,0,-0.5,3.5,2.22,0.25,0.22,4.85,1.29,57.5,4.93,7.97,8,4.93
14:58:43,20200822,0A000,12.09,0.335,2.46,4.88,48,88,299668,299538,130,220.1,220.1,220.6,220.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.74,15.2,0.337,7.74,3893636,87.7,0,-0.5,3.5,2.33,0.25,0.22,4.83,1.28,57.5,4.88,8,8,4.88
14:58:58,20200822,0A000,12.11,0.335,2.48,4.83,48,87.8,299669,299539,130,220,220,220.6,220.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.44,15.4,0.337,7.74,3893637,87.5,0,-0.5,3.43,2.22,0.25,0.22,4.84,1.28,57.5,4.83,7.96,8,4.83
14:59:08,20200822,0A000,12.1,0.335,2.48,4.9,48,87.9,299670,299540,130,220,220,220.6,220.5,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.75,L99- NOM,19.78,15.3,0.337,7.74,3893638,87.7,0,-0.5,3.5,2.22,0.25,0.22,4.83,1.28,57.5,4.9,7.97,8,4.9
14:59:23,20200822,0A000,12.11,0.335,2.47,4.9,48,87.8,299671,299541,130,220,220,220.6,220.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.81,L99- NOM,19.78,15.2,0.337,7.74,3893639,87.6,0,-0.5,3.47,2.26,0.25,0.22,4.85,1.28,57.5,4.9,7.96,8,4.9
14:59:33,20200822,0A000,12.09,0.335,2.48,4.85,48,87.8,299672,299542,130,220,220,220.6,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.82,L99- NOM,19.65,15.6,0.337,7.74,3893640,87.5,0,-0.5,3.47,2.22,0.25,0.22,4.83,1.28,57.5,4.85,7.97,8,4.85
14:59:44,20200822,0A000,12.1,0.335,2.48,4.85,48,87.8,299673,299543,130,220,220,220.5,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.76,L99- NOM,19.61,15.9,0.337,7.71,3893641,87.5,0,-0.5,3.47,2.26,0.25,0.22,4.83,1.28,57.5,4.85,7.95,8,4.85
14:59:59,20200822,0A000,12.11,0.335,2.5,4.89,48,87.9,299674,299544,130,220,220,220.4,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.76,L99- NOM,19.78,16.3,0.337,7.74,3893642,87.6,0,-0.5,3.54,2.3,0.25,0.22,4.85,1.29,57.6,4.89,7.93,8,4.89
15:00:09,20200822,0A000,12.1,0.335,2.47,4.87,48,87.8,299675,299545,130,220,220,220.3,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.9,16.6,0.337,7.74,3893643,87.5,0,-0.5,3.5,2.33,0.25,0.22,4.83,1.29,57.6,4.87,7.97,8,4.87
15:00:25,20200822,0A000,12.08,0.335,2.47,4.83,48,87.9,299676,299546,130,220,220,220.3,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.78,L99- NOM,19.65,17,0.337,7.71,3893644,87.6,0,-0.4,3.43,2.22,0.25,0.22,4.82,1.28,57.5,4.83,7.96,8,4.83
15:00:35,20200822,0A000,12.09,0.335,2.48,4.87,48,87.8,299677,299547,130,220,220,220.2,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.57,17.2,0.337,7.74,3893645,87.6,0,-0.5,3.47,2.22,0.25,0.22,4.84,1.28,57.5,4.87,7.94,8,4.87
15:00:45,20200822,0A000,12.12,0.335,2.47,4.85,48,87.7,299678,299548,130,220,220,220.1,220.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.78,L99- NOM,19.61,17.9,0.337,7.71,3893646,87.5,0,-0.5,3.39,2.22,0.25,0.22,4.85,1.29,57.5,4.85,7.97,8,4.85
15:01:00,20200822,0A000,12.1,0.335,2.47,4.83,48,87.9,299679,299549,130,220,220,219.9,220.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.76,L99- NOM,19.65,18.4,0.337,7.74,3893647,87.5,0,-0.5,3.35,2.18,0.25,0.22,4.84,1.28,57.5,4.83,7.98,8,4.83
15:01:10,20200822,0A000,12.11,0.335,2.49,4.88,48,87.8,299680,299550,130,220,220,219.8,220.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.53,18.4,0.337,7.71,3893648,87.6,0,-0.6,3.47,2.22,0.25,0.22,4.85,1.28,57.6,4.88,7.96,8,4.88
15:01:20,20200822,0A000,12.1,0.335,2.49,4.94,48,88,299681,299551,130,220,220,219.7,220.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.53,19.6,0.337,7.74,3893649,87.6,0,-0.5,3.43,2.26,0.25,0.22,4.84,1.28,57.5,4.94,7.96,8,4.94
15:01:36,20200822,0A000,12.11,0.335,2.46,4.92,48,88,299682,299552,130,220,220,219.7,220.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.85,L99- NOM,19.94,19.9,0.337,7.74,3893650,87.6,0,-0.5,3.5,2.22,0.25,0.22,4.85,1.28,57.5,4.92,7.96,8,4.92
15:01:46,20200822,0A000,12.1,0.335,2.49,4.89,48,87.9,299683,299553,130,220,220,219.6,220.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.83,L99- NOM,19.78,19.9,0.337,7.71,3893651,87.6,0,-0.5,3.47,2.15,0.26,0.22,4.84,1.28,57.5,4.89,7.96,8,4.89
15:02:01,20200822,0A000,12.08,0.335,2.47,4.92,48,88,299684,299554,130,220,220,219.5,219.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.82,20.6,0.337,7.74,3893652,87.7,0,-0.5,3.47,2.3,0.25,0.22,4.82,1.28,57.5,4.92,7.98,8,4.92
15:02:11,20200822,0A000,12.09,0.335,2.45,5.01,48,88,299685,299555,130,220,220,219.4,219.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.65,21.3,0.337,7.74,3893653,87.8,0,-0.5,3.54,2.3,0.25,0.21,4.83,1.29,57.6,5.01,7.98,8,5.01
15:02:21,20200822,0A000,12.09,0.335,2.47,4.92,48,88,299686,299556,130,220,220,219.4,219.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.92,L99- NOM,19.86,21.3,0.337,7.71,3893654,87.7,0,-0.5,3.47,2.18,0.25,0.22,4.83,1.28,57.5,4.92,7.96,8,4.92
15:02:36,20200822,0A000,12.1,0.335,2.47,4.86,48,87.9,299687,299557,130,220,220,219.3,219.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.83,L99- NOM,19.86,21,0.337,7.74,3893655,87.6,0,-0.5,3.43,2.26,0.25,0.22,4.83,1.28,57.5,4.86,7.98,8,4.86
15:02:47,20200822,0A000,12.09,0.335,2.49,4.86,48,87.9,299688,299558,130,220,220,219.3,219.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,19.65,21.7,0.337,7.74,3893656,87.5,0,-0.5,3.43,2.26,0.26,0.22,4.82,1.28,57.5,4.86,7.94,8,4.86
15:03:02,20200822,0A000,12.08,0.335,2.47,4.99,48,88.1,299689,299559,130,220,220,219.4,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.78,L99- NOM,19.78,21.5,0.337,7.71,3893657,87.8,0,-0.5,3.43,2.15,0.26,0.22,4.81,1.28,57.6,4.99,7.96,8,4.99
15:03:12,20200822,0A000,12.11,0.335,2.45,4.91,48,87.9,299690,299560,130,220,220,219.4,219.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.91,L99- NOM,19.94,20.6,0.337,7.74,3893658,87.6,0,-0.5,3.43,2.18,0.25,0.22,4.85,1.28,57.5,4.91,7.96,8,4.91
15:03:22,20200822,0A000,12.11,0.335,2.48,4.87,48,87.8,299691,299561,130,220,220,219.6,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.83,L99- NOM,19.82,19.9,0.337,7.74,3893659,87.5,0,-0.5,3.39,2.26,0.25,0.22,4.85,1.28,57.6,4.87,7.98,8,4.87
15:03:37,20200822,0A000,12.11,0.335,2.51,4.87,48,87.8,299692,299562,130,220,220,219.7,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.78,L99- NOM,19.69,18.7,0.337,7.74,3893660,87.5,0,-0.5,3.43,2.18,0.25,0.22,4.85,1.28,57.5,4.87,7.93,8,4.87
15:03:47,20200822,0A000,12.12,0.335,2.48,4.88,48,87.8,299693,299563,130,220,219.9,219.9,219.5,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.78,17.6,0.337,7.74,3893661,87.4,0,-0.5,3.47,2.26,0.25,0.22,4.85,1.29,57.5,4.88,7.97,8,4.88
15:03:57,20200822,0A000,12.09,0.335,2.5,4.85,48,87.7,299694,299564,130,220,219.9,220.1,219.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,20.07,16.6,0.337,7.74,3893662,87.5,0,-0.5,3.47,2.26,0.25,0.22,4.83,1.28,57.5,4.85,7.96,8,4.85
15:04:12,20200822,0A000,12.11,0.335,2.49,4.88,48,87.9,299695,299565,130,220,219.9,220.2,219.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.76,L99- NOM,19.86,15.7,0.337,7.71,3893663,87.6,0,-0.5,3.47,2.26,0.26,0.22,4.84,1.28,57.5,4.88,7.95,8,4.88
15:04:23,20200822,0A000,12.09,0.335,2.47,4.96,48,87.9,299696,299566,130,220,220,220.4,220.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.99,15,0.337,7.74,3893664,87.6,0,-0.5,3.43,2.26,0.25,0.22,4.83,1.28,57.5,4.96,7.97,8,4.96
15:04:38,20200822,0A000,12.08,0.335,2.49,4.89,48,87.7,299697,299567,130,220,219.9,220.6,220.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.87,L99- NOM,19.61,14.5,0.337,7.74,3893665,87.5,0,-0.5,3.43,2.18,0.25,0.22,4.82,1.28,57.6,4.89,7.94,8,4.89
